UDI,Product Name,Type of Analysis,Instrument ID,Room Air temperature [K],Instrument temperature [K],Instrument Usage_hours,Runs_since_PM,Component_age_days,Days_since_last_PM,PM_overdue_flag,Room_temp_stability_issue,Power_fluctuation_flag,Minor_alarm_counts,Past_incidents_count,Date of Observation
251,Atorvastatin,Relative Substance,HPLC-6,298,308.3,226,404,375,12,0,0,0,5,5,11-01-2026
252,Diclofenac,UV Spec,Disso-3,298,308.2,574,447,522,163,1,0,0,9,5,15-01-2026
253,Diclofenac,Relative Substance,IR-1,298,308.2,1498,162,363,159,0,0,1,6,0,10-01-2026
254,Atorvastatin,Relative Substance,UV Spec-5,298,308.2,230,143,612,141,0,0,0,4,4,24-02-2026
255,Atorvastatin,Relative Substance,IR-1,298,308.2,566,49,859,178,0,0,0,2,1,12-02-2026
256,Atorvastatin,Relative Substance,HPLC-2,298,308.2,1369,392,775,132,0,1,0,1,5,18-01-2026
257,Atorvastatin,UV Spec,UV Spec-7,298.1,308.3,951,400,424,111,0,0,0,8,5,03-03-2026
258,Clopidogrel,Assay,UV Spec-7,298,308,50,103,38,166,0,0,0,7,4,18-03-2026
259,Diazepam,Assay,IR-1,298.1,308.2,741,153,308,28,1,0,0,2,2,23-02-2026
260,Diclofenac,Dissolution,IR-3,298.1,308.2,666,447,203,53,0,0,0,4,1,17-01-2026
261,Ibuprofen,Relative Substance,HPLC-6,298.2,308.3,1288,387,490,74,0,0,0,5,0,14-03-2026
262,Atorvastatin,UV Spec,HPLC-7,298.1,308.2,946,120,392,8,0,0,0,5,5,21-03-2026
263,Clopidogrel,Relative Substance,HPLC-3,298.1,308.2,737,23,45,53,0,0,0,5,1,29-01-2026
264,Diazepam,Dissolution,HPLC-1,298,308.1,1558,467,876,49,0,1,0,3,3,29-12-2025
265,Diclofenac,UV Spec,HPLC-7,298.1,308.2,244,333,155,110,1,1,0,0,0,15-03-2026
266,Ibuprofen,Relative Substance,Disso-1,298,308.1,1904,156,87,81,0,0,0,3,2,06-03-2026
267,Diclofenac,Assay,UV Spec-4,298,308.1,976,440,402,178,0,0,0,3,2,23-01-2026
268,Diazepam,Relative Substance,Disso-4,297.9,308,1919,53,414,12,0,1,0,9,0,22-02-2026
269,Diclofenac,Relative Substance,IR-1,297.9,308,1347,358,727,110,0,0,0,7,1,15-02-2026
270,Diazepam,Relative Substance,UV Spec-4,298,308,459,271,420,180,0,0,0,0,0,05-01-2026
271,Clopidogrel,Assay,HPLC-7,298,308,1344,167,58,50,0,1,0,0,1,11-02-2026
272,Diazepam,Dissolution,IR-2,298.1,308.1,934,117,244,136,1,0,0,3,2,18-01-2026
273,Ibuprofen,Relative Substance,Disso-1,298.1,308.1,150,442,344,144,0,0,0,7,4,15-03-2026
274,Clopidogrel,Relative Substance,UV Spec-11,298.1,308,1215,75,618,116,0,0,0,1,5,07-02-2026
275,Ibuprofen,Assay,UV Spec-6,298.1,308,259,473,107,155,0,0,0,0,5,20-02-2026
276,Atorvastatin,UV Spec,HPLC-3,298,308,867,441,396,165,0,0,0,5,1,13-02-2026
277,Diazepam,Assay,IR-3,298,307.9,344,432,725,3,0,0,0,2,1,10-01-2026
278,Diazepam,Assay,Disso-4,298,308,818,285,115,113,1,0,0,7,0,16-03-2026
279,Diazepam,Assay,IR-1,298,308,783,69,574,113,0,0,0,7,0,13-01-2026
280,Diazepam,Dissolution,UV Spec-7,298,308.1,1998,348,127,150,1,1,0,1,0,09-01-2026
281,Diazepam,Assay,Disso-1,298.1,308.1,971,391,840,90,0,0,0,0,1,09-01-2026
282,Diazepam,Assay,UV Spec-9,298.1,308,926,17,11,51,0,0,0,4,1,11-03-2026
283,Diclofenac,UV Spec,IR-2,298.1,308.1,1566,471,539,105,0,0,0,2,0,06-01-2026
284,Clopidogrel,Relative Substance,HPLC-3,298.2,308.2,844,448,584,8,0,0,0,4,1,23-12-2025
285,Clopidogrel,Assay,IR-1,298.2,308.3,1861,7,305,30,1,0,0,1,0,10-02-2026
286,Diazepam,Assay,Disso-4,298.2,308.3,218,96,247,119,0,0,0,1,3,10-01-2026
287,Clopidogrel,Assay,HPLC-5,298.2,308.3,1417,448,304,24,1,0,0,10,3,15-01-2026
288,Diclofenac,Dissolution,HPLC-6,298.2,308.3,1722,8,601,146,1,1,0,8,1,25-01-2026
289,Clopidogrel,Dissolution,HPLC-7,298.2,308.4,287,285,313,34,0,0,1,5,5,27-01-2026
290,Atorvastatin,Relative Substance,UV Spec-2,298.1,308.4,1017,283,423,150,1,0,0,2,5,05-02-2026
291,Diazepam,Dissolution,UV Spec-6,298.1,308.4,1007,140,337,161,0,0,0,8,2,11-03-2026
292,Ibuprofen,Assay,UV Spec-11,298,308.3,310,439,123,74,0,0,0,8,1,13-01-2026
293,Atorvastatin,Assay,UV Spec-6,298.1,308.4,751,239,412,160,0,1,0,4,2,27-02-2026
294,Clopidogrel,Dissolution,IR-1,298.1,308.5,99,245,246,160,0,0,0,0,0,26-12-2025
295,Atorvastatin,Dissolution,IR-2,298.1,308.5,621,328,291,159,0,0,0,0,1,16-03-2026
296,Atorvastatin,Dissolution,UV Spec-5,298.1,308.6,72,76,900,166,0,0,0,8,2,19-03-2026
297,Diazepam,UV Spec,HPLC-1,298,308.5,303,390,896,135,0,0,0,5,2,02-01-2026
298,Diclofenac,Assay,UV Spec-9,298,308.5,536,350,505,27,0,0,0,2,4,16-03-2026
299,Diclofenac,UV Spec,HPLC-3,297.9,308.5,292,291,718,47,0,1,0,8,2,22-01-2026
300,Clopidogrel,Assay,UV Spec-6,297.8,308.3,1930,428,314,14,0,0,0,2,3,17-02-2026
301,Diclofenac,Assay,HPLC-3,297.8,308.4,1951,421,455,15,0,0,0,3,4,01-03-2026
302,Diclofenac,Relative Substance,IR-2,297.7,308.4,507,382,45,163,0,0,0,3,5,28-12-2025
303,Diclofenac,Dissolution,Disso-5,297.8,308.4,219,247,114,96,1,1,0,7,4,28-12-2025
304,Ibuprofen,Assay,UV Spec-3,297.8,308.4,325,177,111,163,0,0,0,2,4,10-03-2026
305,Clopidogrel,Dissolution,HPLC-7,297.8,308.4,1646,3,12,71,0,0,0,4,2,08-01-2026
306,Ibuprofen,Dissolution,HPLC-3,297.8,308.4,121,447,804,170,0,0,0,8,5,05-03-2026
307,Atorvastatin,Assay,UV Spec-2,297.8,308.4,1935,380,584,155,1,1,0,3,1,30-12-2025
308,Ibuprofen,UV Spec,Disso-6,297.8,308.4,536,142,563,134,1,0,0,0,2,26-01-2026
309,Atorvastatin,UV Spec,HPLC-7,297.9,308.5,1182,31,441,78,0,0,0,4,3,06-02-2026
310,Diclofenac,UV Spec,HPLC-7,297.9,308.5,1962,159,435,95,0,1,0,2,0,28-02-2026
311,Diclofenac,Dissolution,UV Spec-8,298,308.6,545,289,202,153,0,0,0,1,5,04-01-2026
312,Clopidogrel,Assay,IR-3,298,308.6,1662,237,292,136,1,0,0,10,0,06-02-2026
313,Ibuprofen,Relative Substance,UV Spec-2,297.9,308.6,989,2,887,154,1,0,0,4,4,10-03-2026
314,Clopidogrel,Relative Substance,Disso-2,298,308.6,188,154,899,158,0,0,0,0,5,28-01-2026
315,Atorvastatin,Dissolution,HPLC-4,297.9,308.5,424,313,543,163,0,0,0,2,1,19-02-2026
316,Ibuprofen,Dissolution,Disso-7,297.9,308.4,845,467,821,77,1,1,0,10,2,22-02-2026
317,Ibuprofen,Dissolution,Disso-7,297.8,308.4,860,427,739,151,0,0,0,1,1,08-02-2026
318,Diazepam,Dissolution,IR-2,297.8,308.4,1929,119,467,59,0,0,0,3,2,02-01-2026
319,Diclofenac,Dissolution,IR-2,297.8,308.4,1435,235,566,35,0,0,0,4,2,05-01-2026
320,Ibuprofen,Assay,UV Spec-4,297.8,308.4,392,287,232,58,0,0,0,2,0,27-12-2025
321,Ibuprofen,Dissolution,IR-3,297.8,308.4,744,403,317,88,1,0,0,2,0,05-01-2026
322,Clopidogrel,Relative Substance,IR-2,297.8,308.4,337,245,496,164,0,0,0,3,3,04-01-2026
323,Diclofenac,Assay,HPLC-1,297.8,308.5,1397,199,428,151,0,0,0,10,4,28-12-2025
324,Atorvastatin,UV Spec,IR-3,297.8,308.5,167,25,789,75,0,1,0,9,4,27-01-2026
325,Ibuprofen,Assay,IR-1,297.8,308.5,1599,308,34,56,0,0,0,0,2,16-03-2026
326,Clopidogrel,Assay,HPLC-3,297.8,308.5,287,409,93,78,0,0,0,8,4,04-02-2026
327,Diclofenac,UV Spec,Disso-1,297.7,308.5,238,61,498,114,0,0,0,3,0,25-01-2026
328,Diclofenac,Relative Substance,UV Spec-3,297.7,308.5,1715,442,328,173,1,0,0,9,1,12-02-2026
329,Ibuprofen,Assay,Disso-6,297.6,308.4,1914,168,144,83,0,0,0,0,5,12-02-2026
330,Diazepam,Relative Substance,HPLC-5,297.7,308.5,1243,29,267,109,0,0,0,0,3,10-01-2026
331,Diclofenac,Relative Substance,UV Spec-1,297.6,308.4,451,359,149,112,0,0,0,4,1,21-03-2026
332,Ibuprofen,Relative Substance,HPLC-7,297.6,308.4,794,466,179,102,0,1,0,4,1,07-02-2026
333,Ibuprofen,UV Spec,UV Spec-6,297.6,308.3,1589,473,213,6,0,0,0,10,4,02-02-2026
334,Diazepam,Assay,IR-2,297.5,308.2,1891,140,409,178,0,0,0,9,4,02-02-2026
335,Diazepam,Assay,IR-1,297.5,308.1,428,455,86,102,0,0,0,8,5,16-02-2026
336,Clopidogrel,Relative Substance,HPLC-3,297.4,308.1,786,133,53,101,0,0,0,6,5,05-02-2026
337,Clopidogrel,Relative Substance,HPLC-1,297.6,308.2,1171,284,565,173,0,0,0,5,4,17-03-2026
338,Diclofenac,Relative Substance,HPLC-4,297.6,308.3,759,205,674,21,0,0,0,2,1,03-01-2026
339,Ibuprofen,Relative Substance,Disso-4,297.5,308.2,1189,154,431,107,0,1,0,5,1,15-03-2026
340,Ibuprofen,Relative Substance,Disso-1,297.5,308.2,851,148,729,148,0,0,1,10,4,04-03-2026
341,Atorvastatin,Assay,IR-3,297.4,308.1,306,47,846,115,0,0,0,10,5,24-01-2026
342,Diazepam,Assay,Disso-6,297.4,308.2,247,402,19,117,0,1,0,8,2,06-02-2026
343,Clopidogrel,UV Spec,Disso-1,297.4,308.2,1754,257,324,67,0,0,0,5,3,28-01-2026
344,Clopidogrel,Assay,HPLC-1,297.5,308.3,649,261,222,124,0,0,0,5,4,26-02-2026
345,Diclofenac,UV Spec,IR-1,297.5,308.2,638,146,79,139,0,0,0,0,5,16-03-2026
346,Ibuprofen,UV Spec,IR-2,297.5,308.3,1620,376,802,126,0,0,1,4,0,02-01-2026
347,Atorvastatin,Assay,HPLC-4,297.5,308.3,1416,259,173,155,0,0,0,3,3,14-03-2026
348,Ibuprofen,Relative Substance,IR-2,297.5,308.3,1859,27,91,4,0,0,0,9,2,15-03-2026
349,Diclofenac,Relative Substance,UV Spec-10,297.6,308.3,1171,164,451,148,0,0,0,6,0,26-12-2025
350,Diclofenac,Assay,HPLC-1,297.6,308.3,1821,245,254,5,0,0,0,5,1,16-01-2026
351,Diclofenac,Dissolution,Disso-3,297.6,308.3,1581,107,292,57,0,0,0,7,1,22-02-2026
352,Ibuprofen,Dissolution,UV Spec-7,297.6,308.4,1522,41,561,68,1,1,0,2,1,21-01-2026
353,Atorvastatin,Relative Substance,HPLC-4,297.6,308.4,1761,482,728,132,0,0,1,3,0,07-01-2026
354,Ibuprofen,Dissolution,UV Spec-2,297.5,308.3,552,33,357,62,0,0,0,2,1,08-03-2026
355,Ibuprofen,Relative Substance,IR-3,297.6,308.3,456,135,882,175,0,0,0,0,5,06-02-2026
356,Atorvastatin,Assay,UV Spec-11,297.6,308.3,675,318,484,68,0,0,0,5,3,17-01-2026
357,Diclofenac,Dissolution,IR-2,297.6,308.4,484,290,72,109,0,0,0,10,3,11-02-2026
358,Diclofenac,Assay,Disso-1,297.6,308.4,940,231,196,45,0,0,0,6,4,08-01-2026
359,Atorvastatin,Assay,HPLC-7,297.6,308.3,560,139,375,174,0,0,0,5,5,14-01-2026
360,Atorvastatin,Relative Substance,HPLC-2,297.6,308.3,420,181,709,163,0,0,0,4,2,06-01-2026
361,Diazepam,Relative Substance,UV Spec-1,297.5,308.3,798,11,796,127,0,1,0,9,0,07-02-2026
362,Diclofenac,Relative Substance,HPLC-2,297.5,308.3,1274,417,204,81,0,0,1,10,3,19-03-2026
363,Diclofenac,Assay,UV Spec-3,297.6,308.3,294,29,302,177,1,0,0,4,2,03-02-2026
364,Atorvastatin,Dissolution,HPLC-7,297.6,308.3,1574,87,29,81,0,0,0,2,4,31-01-2026
365,Ibuprofen,UV Spec,HPLC-1,297.6,308.4,613,469,150,173,0,0,0,0,5,30-12-2025
366,Diclofenac,Assay,UV Spec-5,297.6,308.4,1229,44,173,26,0,0,0,6,5,30-12-2025
367,Diclofenac,Dissolution,Disso-7,297.6,308.5,759,133,119,131,1,0,0,6,1,08-01-2026
368,Clopidogrel,UV Spec,UV Spec-7,297.6,308.4,373,113,820,157,0,1,0,5,1,22-12-2025
369,Ibuprofen,Relative Substance,Disso-3,297.5,308.4,764,64,780,47,0,0,0,3,1,14-01-2026
370,Diazepam,Relative Substance,HPLC-5,297.5,308.4,736,252,529,33,0,0,1,1,1,22-02-2026
371,Clopidogrel,Relative Substance,UV Spec-10,297.5,308.3,1477,426,156,71,1,0,0,3,1,30-01-2026
372,Atorvastatin,Relative Substance,UV Spec-11,297.5,308.4,1857,452,108,81,1,0,0,6,3,14-03-2026
373,Diazepam,UV Spec,IR-1,297.4,308.3,1285,333,767,91,0,0,0,9,1,14-03-2026
374,Clopidogrel,UV Spec,IR-1,297.4,308.3,165,9,101,16,0,0,0,10,3,04-03-2026
375,Atorvastatin,UV Spec,HPLC-5,297.4,308.3,1165,206,521,20,0,0,0,7,5,24-02-2026
376,Diclofenac,Relative Substance,HPLC-7,297.4,308.2,825,190,303,41,0,0,0,9,4,08-01-2026
377,Ibuprofen,UV Spec,HPLC-6,297.4,308.2,566,328,146,148,0,0,0,0,2,23-01-2026
378,Diazepam,Relative Substance,UV Spec-3,297.4,308.2,1318,194,250,69,0,0,0,10,4,05-02-2026
379,Clopidogrel,Dissolution,HPLC-1,297.3,308.2,81,498,817,100,0,0,0,7,5,08-03-2026
380,Atorvastatin,Assay,Disso-4,297.3,308.2,822,14,888,128,0,0,0,0,0,06-03-2026
381,Ibuprofen,Assay,Disso-3,297.5,308.3,1031,411,434,46,0,0,0,9,3,18-01-2026
382,Diclofenac,UV Spec,IR-3,297.5,308.5,72,289,386,41,0,0,0,10,2,18-01-2026
383,Ibuprofen,Relative Substance,Disso-1,297.5,308.5,384,194,85,22,0,0,1,7,0,17-03-2026
384,Atorvastatin,Dissolution,HPLC-3,297.5,308.6,305,272,272,69,0,1,0,10,2,26-02-2026
385,Ibuprofen,Assay,HPLC-2,297.5,308.5,1584,334,699,179,0,0,0,10,2,31-01-2026
386,Ibuprofen,Relative Substance,Disso-6,297.6,308.6,1473,78,840,175,1,0,0,8,3,11-01-2026
387,Diazepam,UV Spec,UV Spec-6,297.6,308.7,1585,121,453,132,0,0,0,4,3,29-12-2025
388,Diazepam,Dissolution,HPLC-4,297.7,308.7,205,439,657,109,0,1,0,7,1,29-12-2025
389,Diazepam,UV Spec,IR-2,297.6,308.7,1358,464,845,1,0,0,0,2,4,16-03-2026
390,Clopidogrel,UV Spec,IR-3,297.6,308.7,572,365,743,143,0,0,0,0,0,28-01-2026
391,Atorvastatin,Dissolution,IR-3,297.6,308.7,798,98,734,58,0,1,0,8,1,28-01-2026
392,Atorvastatin,Dissolution,IR-3,297.6,308.6,235,163,818,111,0,0,0,7,5,13-03-2026
393,Atorvastatin,Relative Substance,UV Spec-10,297.6,308.5,466,22,509,141,0,0,0,3,5,10-03-2026
394,Diazepam,Assay,HPLC-1,297.5,308.4,1676,403,90,61,1,0,0,1,2,04-01-2026
395,Diazepam,Relative Substance,HPLC-3,297.5,308.4,1667,483,187,67,0,0,0,8,3,11-01-2026
396,Atorvastatin,Relative Substance,HPLC-6,297.4,308.3,1392,356,643,66,0,0,0,9,4,24-02-2026
397,Atorvastatin,UV Spec,IR-2,297.4,308.3,1548,140,643,178,0,0,0,7,3,08-01-2026
398,Clopidogrel,Assay,IR-2,297.4,308.3,272,467,158,116,0,1,0,8,2,26-01-2026
399,Clopidogrel,Assay,Disso-6,297.4,308.3,1957,143,464,130,0,0,0,3,3,26-01-2026
400,Clopidogrel,Relative Substance,Disso-5,297.4,308.4,533,191,279,88,1,0,0,9,1,03-02-2026
401,Ibuprofen,Dissolution,Disso-1,297.4,308.5,1099,185,506,32,0,1,0,5,2,27-01-2026
402,Clopidogrel,Relative Substance,IR-1,297.5,308.5,869,454,816,65,1,0,0,1,3,19-03-2026
403,Ibuprofen,Assay,Disso-6,297.4,308.6,477,391,200,176,0,0,1,9,2,10-01-2026
404,Atorvastatin,UV Spec,HPLC-2,297.3,308.6,544,400,352,101,0,0,0,0,4,11-03-2026
405,Clopidogrel,Assay,IR-2,297.3,308.6,1910,448,447,113,1,0,0,7,5,28-12-2025
406,Atorvastatin,UV Spec,Disso-1,297.3,308.5,1079,220,117,46,0,0,0,5,2,05-02-2026
407,Diclofenac,UV Spec,UV Spec-11,297.4,308.6,1949,346,532,24,0,0,0,2,2,31-12-2025
408,Clopidogrel,UV Spec,UV Spec-9,297.4,308.5,588,356,666,97,0,0,0,10,2,27-12-2025
409,Atorvastatin,Assay,Disso-3,297.4,308.6,1037,115,239,34,1,0,0,8,1,06-02-2026
410,Atorvastatin,Relative Substance,Disso-3,297.4,308.6,1591,223,502,167,1,0,0,2,2,18-02-2026
411,Diclofenac,Relative Substance,HPLC-3,297.5,308.6,1994,319,675,64,1,0,0,3,0,28-01-2026
412,Diazepam,Relative Substance,Disso-1,297.5,308.7,74,175,333,93,1,1,1,0,0,13-02-2026
413,Atorvastatin,UV Spec,UV Spec-10,297.5,308.6,1132,242,874,102,0,1,0,8,5,22-01-2026
414,Diclofenac,Relative Substance,IR-1,297.4,308.4,1023,140,736,71,1,0,1,1,5,08-03-2026
415,Diclofenac,UV Spec,HPLC-7,297.4,308.4,1070,165,500,63,0,0,0,5,1,23-02-2026
416,Clopidogrel,Assay,Disso-6,297.5,308.4,1997,346,446,111,0,0,0,6,4,14-03-2026
417,Diazepam,UV Spec,HPLC-2,297.4,308.5,1046,305,89,171,0,0,0,2,2,31-01-2026
418,Diclofenac,Assay,HPLC-3,297.4,308.4,1749,353,767,95,0,1,0,8,3,22-02-2026
419,Diclofenac,Relative Substance,IR-2,297.4,308.4,791,267,377,81,0,0,0,3,1,27-01-2026
420,Diazepam,Assay,UV Spec-7,297.3,308.3,84,381,482,177,0,0,0,4,4,23-01-2026
421,Ibuprofen,Dissolution,HPLC-3,297.3,308.3,1779,43,662,15,0,0,0,8,0,27-01-2026
422,Clopidogrel,Dissolution,Disso-5,297.3,308.3,538,193,320,123,0,0,0,5,1,30-01-2026
423,Ibuprofen,Assay,IR-2,297.3,308.3,805,282,176,15,0,1,0,9,0,16-03-2026
424,Ibuprofen,Relative Substance,HPLC-4,297.3,308.3,114,391,188,134,1,0,0,5,0,20-01-2026
425,Atorvastatin,Dissolution,HPLC-6,297.3,308.4,1453,478,312,25,1,1,0,10,5,12-01-2026
426,Diclofenac,Relative Substance,IR-1,297.3,308.4,96,107,338,172,0,0,0,7,1,05-02-2026
427,Ibuprofen,UV Spec,IR-2,297.4,308.5,1553,149,719,127,0,0,0,3,1,04-01-2026
428,Diazepam,Relative Substance,Disso-2,297.5,308.5,1222,106,548,7,0,1,0,3,5,04-01-2026
429,Atorvastatin,Dissolution,IR-1,297.6,308.6,628,54,700,6,1,0,0,1,3,18-02-2026
430,Diazepam,Relative Substance,Disso-4,297.5,308.6,615,358,305,140,1,0,0,10,0,04-01-2026
431,Diazepam,Dissolution,IR-3,297.5,308.6,112,37,830,164,0,0,0,7,4,22-01-2026
432,Clopidogrel,Assay,IR-2,297.5,308.5,202,293,67,116,0,0,0,3,4,23-02-2026
433,Clopidogrel,Dissolution,HPLC-3,297.6,308.5,407,469,868,108,1,0,0,10,4,04-01-2026
434,Ibuprofen,UV Spec,IR-3,297.6,308.5,1677,76,833,14,0,0,0,9,0,25-01-2026
435,Ibuprofen,Relative Substance,IR-1,297.5,308.5,221,220,175,112,0,0,0,6,1,15-01-2026
436,Atorvastatin,Dissolution,IR-1,297.4,308.3,420,409,356,5,0,1,0,9,2,06-03-2026
437,Clopidogrel,Assay,IR-3,297.3,308.3,1120,84,729,108,0,0,0,0,3,25-02-2026
438,Diazepam,Dissolution,Disso-6,297.3,308.3,1834,278,735,178,0,0,0,1,1,21-12-2025
439,Diclofenac,Relative Substance,HPLC-3,297.4,308.4,1744,82,490,33,0,1,0,7,3,08-03-2026
440,Atorvastatin,Assay,UV Spec-5,297.4,308.3,191,6,85,46,0,1,0,8,0,17-02-2026
441,Diclofenac,UV Spec,HPLC-3,297.4,308.5,230,63,898,70,1,0,0,5,0,15-02-2026
442,Ibuprofen,Assay,IR-3,297.5,308.5,1023,19,680,14,0,0,0,8,0,10-03-2026
443,Clopidogrel,Relative Substance,HPLC-7,297.4,308.5,716,8,261,72,0,1,0,9,3,16-03-2026
444,Atorvastatin,Dissolution,Disso-2,297.4,308.5,887,475,224,137,0,0,0,5,3,16-02-2026
445,Ibuprofen,Dissolution,IR-2,297.4,308.4,399,414,73,132,0,0,0,4,0,06-01-2026
446,Atorvastatin,UV Spec,IR-1,297.5,308.6,1386,186,333,21,1,0,0,4,5,28-12-2025
447,Diazepam,Assay,UV Spec-1,297.5,308.6,1940,89,699,59,1,0,0,3,3,14-02-2026
448,Clopidogrel,Dissolution,UV Spec-10,297.6,308.7,1414,352,595,51,0,0,1,7,2,09-03-2026
449,Atorvastatin,Relative Substance,Disso-5,297.5,308.6,1042,42,250,140,0,0,0,7,5,22-02-2026
450,Diazepam,Relative Substance,UV Spec-11,297.6,308.7,1724,273,302,24,0,0,0,3,1,28-02-2026
451,Ibuprofen,Assay,UV Spec-1,297.6,308.7,178,296,534,56,0,0,0,7,1,17-01-2026
452,Diclofenac,Dissolution,IR-3,297.5,308.6,354,128,46,174,1,0,0,10,0,28-12-2025
453,Ibuprofen,UV Spec,IR-3,297.4,308.6,908,434,204,108,0,0,0,0,1,11-03-2026
454,Atorvastatin,Assay,IR-3,297.4,308.7,418,410,112,4,1,0,0,0,2,01-02-2026
455,Ibuprofen,UV Spec,UV Spec-11,297.4,308.7,257,484,48,127,0,0,0,1,5,07-01-2026
456,Clopidogrel,Relative Substance,UV Spec-9,297.4,308.7,699,147,895,157,1,0,0,10,1,11-03-2026
457,Clopidogrel,Dissolution,Disso-2,297.3,308.7,1770,279,496,139,0,0,0,0,5,04-01-2026
458,Ibuprofen,Assay,Disso-4,297.4,308.6,250,264,687,54,0,0,0,2,3,31-01-2026
459,Clopidogrel,Dissolution,Disso-4,297.3,308.6,1396,239,595,173,1,0,0,7,2,14-03-2026
460,Clopidogrel,Relative Substance,HPLC-4,297.4,308.6,1795,379,756,79,0,0,0,6,0,24-02-2026
461,Clopidogrel,Dissolution,IR-2,297.3,308.6,98,242,491,4,1,0,0,3,0,11-02-2026
462,Diazepam,UV Spec,IR-1,297.4,308.7,524,117,754,11,1,0,0,9,0,02-02-2026
463,Atorvastatin,Assay,Disso-6,297.4,308.7,923,397,330,136,1,0,1,5,5,28-01-2026
464,Ibuprofen,Dissolution,UV Spec-5,297.4,308.7,223,430,793,159,0,0,0,0,3,21-02-2026
465,Diazepam,Dissolution,HPLC-3,297.3,308.6,1764,356,549,124,0,1,0,0,1,04-03-2026
466,Clopidogrel,Relative Substance,IR-1,297.3,308.6,660,363,210,70,0,0,1,7,0,11-01-2026
467,Clopidogrel,Dissolution,Disso-2,297.2,308.5,1376,393,841,162,0,0,1,3,3,23-12-2025
468,Clopidogrel,UV Spec,UV Spec-1,297.2,308.5,1751,317,394,160,0,0,0,1,2,24-12-2025
469,Atorvastatin,Relative Substance,Disso-2,297.3,308.7,1175,10,154,121,0,0,0,0,0,19-02-2026
470,Diazepam,Dissolution,Disso-3,297.3,308.8,1617,110,850,120,0,0,0,0,2,03-02-2026
471,Atorvastatin,UV Spec,Disso-3,297.3,308.8,366,389,486,73,0,0,0,1,2,15-03-2026
472,Clopidogrel,Assay,IR-3,297.3,308.8,62,240,385,147,1,0,0,6,4,09-01-2026
473,Diazepam,UV Spec,HPLC-2,297.4,309,375,482,750,20,1,0,0,8,4,15-03-2026
474,Diclofenac,Dissolution,Disso-5,297.4,309,1963,363,448,104,0,0,0,2,2,11-01-2026
475,Clopidogrel,UV Spec,Disso-5,297.4,309.1,1761,442,322,37,1,0,0,10,3,25-01-2026
476,Diazepam,Assay,UV Spec-3,297.4,309.1,646,245,29,35,1,1,0,3,0,07-02-2026
477,Ibuprofen,Assay,UV Spec-11,297.4,309,713,497,271,57,0,0,0,8,0,27-01-2026
478,Clopidogrel,UV Spec,HPLC-3,297.4,309,1907,51,751,77,0,0,0,0,5,11-01-2026
479,Ibuprofen,Relative Substance,HPLC-4,297.4,309,1614,438,107,127,0,0,0,2,3,15-03-2026
480,Atorvastatin,Dissolution,IR-1,297.4,308.9,274,142,502,26,0,0,0,5,4,21-01-2026
481,Ibuprofen,Dissolution,IR-1,297.4,309,114,209,735,176,0,0,0,7,0,29-01-2026
482,Diazepam,UV Spec,Disso-6,297.3,309,1457,323,527,18,0,0,0,1,2,15-01-2026
483,Diclofenac,UV Spec,Disso-5,297.3,309,1418,440,102,170,0,1,0,3,3,01-01-2026
484,Clopidogrel,UV Spec,IR-3,297.4,309,759,393,284,25,1,0,0,1,3,26-02-2026
485,Diazepam,Relative Substance,IR-2,297.4,309,1031,150,712,52,0,0,0,2,5,08-02-2026
486,Clopidogrel,Assay,Disso-4,297.4,309,541,54,388,86,0,0,0,3,5,05-02-2026
487,Ibuprofen,Assay,IR-3,297.4,309.1,334,479,162,151,0,0,0,9,0,18-02-2026
488,Ibuprofen,Dissolution,UV Spec-3,297.4,309.1,1968,356,690,149,0,0,0,5,0,11-02-2026
489,Atorvastatin,Dissolution,UV Spec-6,297.4,309.2,1943,298,414,56,0,0,0,1,5,20-01-2026
490,Clopidogrel,UV Spec,UV Spec-8,297.5,309.2,606,284,362,94,0,0,0,5,4,02-01-2026
491,Diazepam,Relative Substance,IR-1,297.4,309.2,1078,66,401,29,0,0,0,4,1,23-12-2025
492,Diclofenac,Assay,IR-2,297.4,309.2,226,9,188,117,0,1,0,3,0,15-03-2026
493,Ibuprofen,Dissolution,HPLC-1,297.5,309.3,1880,267,893,73,0,0,0,7,0,08-03-2026
494,Clopidogrel,UV Spec,IR-3,297.5,309.3,1836,48,141,67,0,0,0,6,2,07-02-2026
495,Clopidogrel,UV Spec,IR-3,297.6,309.4,1387,329,170,84,0,0,0,9,2,15-03-2026
496,Ibuprofen,Relative Substance,UV Spec-1,297.5,309.3,1144,177,404,111,0,0,0,7,5,04-03-2026
497,Atorvastatin,Dissolution,HPLC-7,297.5,309.2,669,315,675,44,0,0,1,1,4,01-03-2026
498,Clopidogrel,Assay,IR-2,297.4,309,1982,144,459,72,0,0,0,6,3,25-01-2026
499,Diclofenac,Dissolution,IR-1,297.5,309.1,1143,30,550,144,0,0,0,5,4,11-03-2026
500,Clopidogrel,Assay,UV Spec-6,297.5,309.1,50,489,605,117,0,0,0,8,5,09-03-2026
501,Diazepam,Assay,Disso-7,297.5,309.2,1308,194,584,98,0,0,0,2,4,12-01-2026
502,Diclofenac,Dissolution,IR-2,297.6,309.3,1501,324,472,150,0,0,0,5,1,20-03-2026
503,Diclofenac,UV Spec,UV Spec-1,297.6,309.2,1074,82,379,55,1,0,0,1,5,25-02-2026
